CODGEO,LIBGEO,EMPL11_SEXE1_TP1,EMPL11_SEXE1_TP2,EMPL11_SEXE2_TP1,EMPL11_SEXE2_TP2,EMPL12_SEXE1_TP1,EMPL12_SEXE1_TP2,EMPL12_SEXE2_TP1,EMPL12_SEXE2_TP2,EMPL13_SEXE1_TP1,EMPL13_SEXE1_TP2,EMPL13_SEXE2_TP1,EMPL13_SEXE2_TP2,EMPL14_SEXE1_TP1,EMPL14_SEXE1_TP2,EMPL14_SEXE2_TP1,EMPL14_SEXE2_TP2,EMPL15_SEXE1_TP1,EMPL15_SEXE1_TP2,EMPL15_SEXE2_TP1,EMPL15_SEXE2_TP2,EMPL16_SEXE1_TP1,EMPL16_SEXE1_TP2,EMPL16_SEXE2_TP1,EMPL16_SEXE2_TP2,EMPL21_SEXE1_TP1,EMPL21_SEXE1_TP2,EMPL21_SEXE2_TP1,EMPL21_SEXE2_TP2,EMPL22_SEXE1_TP1,EMPL22_SEXE1_TP2,EMPL22_SEXE2_TP1,EMPL22_SEXE2_TP2,EMPL23_SEXE1_TP1,EMPL23_SEXE1_TP2,EMPL23_SEXE2_TP1,EMPL23_SEXE2_TP2,EMPLOI
01102,Chevroux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,34,8,9,4,16,0,8,0,4,0,0,0,0,0,118
01103,Chevry,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,35,4,28,17,5,10,0,0,10,0,0,0,0,0,0,0,123
01104,Chézery-Forens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,19,0,25,14,20,5,15,0,0,0,4,0,0,0,0,0,115
01105,Civrieux,1,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,97,13,65,54,23,0,5,0,30,0,0,0,0,0,0,0,313
01106,Cize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,29
01107,Cleyzieu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
01108,Coligny,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,23,67,9,84,30,26,8,8,5,15,0,4,0,0,0,0,0,315
01109,Collonges,0,0,10,5,4,0,0,0,0,0,0,0,0,0,0,0,10,0,10,18,42,0,81,42,5,5,5,0,15,0,0,0,0,0,0,0,252
01110,Colomieu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5,0,0,0,0,0,20,0,0,0,0,0,0,0,39
01111,Conand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,10
01112,Condamine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,0,14,15,0,0,0,0,4,0,0,0,0,0,0,0,60
01113,Condeissiat,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,5,0,50,0,20,5,25,0,10,5,5,0,0,0,0,0,0,0,139
01114,Confort,9,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,24,3,48,0,74,24,0,0,0,0,8,0,4,0,0,0,0,0,201
01115,Confrançon,5,0,0,0,4,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,68,0,39,24,17,0,0,0,38,0,5,0,0,0,0,0,211
01116,Contrevoz,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,4,0,13,5,0,0,0,0,0,0,0,0,0,0,0,0,37
01117,Conzieu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,10
01118,Corbonod,9,0,0,0,5,0,0,0,3,0,0,4,0,0,0,0,4,5,26,17,79,5,103,24,17,8,17,0,8,0,0,0,0,0,0,0,334
01121,Corlier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
01122,Cormaranche-en-Bugey,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,31,5,25,0,8,0,4,0,4,0,4,0,0,0,0,0,97
01123,Cormoranche-sur-Saône,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,5,4,89,5,37,19,15,5,0,0,9,0,0,0,0,0,0,0,198
01124,Cormoz,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,10,0,0,0,15,0,0,0,0,0,0,0,44
